stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
11887,11887,LITTLE PATUXENT & CEDAR LA wb,,39.215055,-76.887774,,,0,,,0
11888,11888,LITTLE PATUXENT & HICKORY RDG op sb,,39.209470,-76.894099,,,0,,,0
11889,11889,LITTLE PATUXENT & BRIGHT PASSAGE opp,,39.206949,-76.899819,,,0,,,0
11890,11890,LITTLE PATUXENT & WHITE CORD WAY opp eb,,39.212476,-76.900488,,,0,,,0
11891,11891,LITTLE PATUXENT & GRAY STAR WAY opp eb,,39.212198,-76.896262,,,0,,,0
11892,11892,HARPER'S FARM RD & CEDAR LA opp wb,,39.221679,-76.889502,,,0,,,0
11893,11893,CONSTITUTION AVE & 14 & 15 NW mid wb,,38.892191,-77.032594,,,0,,,0
11894,11894,18TH ST & C ST NW nb,,38.893326,-77.041651,,,0,,,0
11895,11895,18TH ST & E ST NW nb,,38.895247,-77.041637,,,0,,,0
11896,11896,18TH ST & PENNSYLVANIA AVE NW nb,,38.899311,-77.041613,,,0,,,0
11897,11897,18TH ST & K ST NW nb,,38.902322,-77.041609,,,0,,,0
11898,11898,18TH ST & M ST NW nb,,38.905517,-77.041593,,,0,,,0
11899,11899,18TH ST & MASSACHUSETTS AVE NW nb,,38.908756,-77.041544,,,0,,,0
11900,11900,16TH ST & HARVARD ST NW nb,,38.925841,-77.036369,,,0,,,0
11903,11903,STEVENS FOREST & SOFT SHADE opp nb,,39.198136,-76.849759,,,0,,,0
11904,11904,STEVENS FOREST & FAREWELL RD nb,,39.201332,-76.847512,,,0,,,0
11905,11905,STEVENS FOREST & KILIMANJARO nb,,39.206094,-76.847013,,,0,,,0
11906,11906,OAKLAND MILLS & VILLAGE CTR nb,,39.209950,-76.846823,,,0,,,0
11907,11907,WHITE ACRE RD & THUNDER HILL,,39.211724,-76.842285,,,0,,,0
11908,11908,THUNDER HILL & OAKLAND MILLS op nb,,39.218412,-76.840392,,,0,,,0
11909,11909,16TH ST & ASPEN ST NW nb,,38.973158,-77.036147,,,0,,,0
11910,11910,SILVER SPRING METRO STATION nb,,38.993717,-77.031807,,,0,,,0
11912,11912,HAGERSTOWN & MVA P&R,,39.601879,-77.732109,,,0,,,0
11913,11913,MONOCACY MARC STATION (BUS),,39.382827,-77.394387,,,0,,,0
11914,11914,URBANA PARK & RIDE LOT,,39.323398,-77.355571,,,0,,,0
11915,11915,SHADY GROVE & METRO STATION,,39.120179,-77.163407,,,0,,,0
11916,11916,ROCKLEDGE DR & 6901 opp nb,,39.027658,-77.138798,,,0,,,0
11917,11917,ROCKLEDGE DR & LOCKHEED MARTIN opp nb,,39.028999,-77.138565,,,0,,,0
11918,11918,ROCKLEDGE 6710 & ROCK CTR opp eb,,39.030096,-77.135817,,,0,,,0
11919,11919,ROCKLEDGE  & ROCK EXEC PLAZA eb,,39.028993,-77.132467,,,0,,,0
11920,11920,ROCKLEDGE & ROCK SPR DEMO mid sb,,39.024705,-77.132717,,,0,,,0
11921,11921,FERNWOOD RD & CAMALIER BLDG nb,,39.023904,-77.135447,,,0,,,0
11922,11922,FERNWOOD RD & ROCK SPRING DR nb,,39.025071,-77.136366,,,0,,,0
11930,11930,CLARKSVILLE PARK & RIDE,,39.208347,-76.940174,,,0,,,0
11931,11931,COLUMBIA 100 PKY & EXEC PK DR fs sb,,39.235184,-76.816372,,,0,,,0
11932,11932,PHELPS LUCK DR & HIGH TOR HILL opp,,39.224283,-76.818018,,,0,,,0
11933,11933,PHELPS LUCK DR & THURSO CT opp sb,,39.218609,-76.823728,,,0,,,0
11934,11934,PHELPS LUCK DR & SHEEROCK CT sb,,39.216212,-76.821433,,,0,,,0
11935,11935,TAMAR DR & SWEETWIND PL opp eb,,39.212796,-76.819077,,,0,,,0
11936,11936,TAMAR DR & CLOUDLEAP CT sb,,39.207917,-76.814706,,,0,,,0
12008,12008,DORSEY MARC sb,,39.180994,-76.745811,,,0,,,0
12025,12025,DORSEY MARC nb,,39.181340,-76.745306,,,0,,,0
12036,12036,HOWARD ST & BALT & FAIRMOUNT mis nb,,39.289560,-76.619425,,,0,,,0
12044,12044,19TH ST & M ST NW sb,,38.905432,-77.043484,,,0,,,0
12046,12046,7TH ST NW & CONSTITUTION AVE eb,,38.892070,-77.021839,,,0,,,0
12053,12053,OLD DOBBIN RD & MD 175 fs nb,,39.198976,-76.817066,,,0,,,0
12054,12054,TAMAR DR & CLOUDLEAP CT opp nb,,39.208313,-76.815083,,,0,,,0
12055,12055,TAMAR DR & SWEETWIND PL wb,,39.212863,-76.819034,,,0,,,0
12056,12056,PHELPS LUCK DR & SHEEROCK opp nb,,39.216181,-76.821291,,,0,,,0
12057,12057,PHELPS LUCK DR & THURSO CT nb,,39.218493,-76.823277,,,0,,,0
12058,12058,PHELPS LUCK DR & HIGH TOR HILL nb,,39.224404,-76.817861,,,0,,,0
12060,12060,COLUMBIA 100 PKY & EXEC PARK DR nb,,39.234903,-76.816225,,,0,,,0
12074,12074,WASHINGTON BLVD & LEVERING AVE sb,,39.216811,-76.709866,,,0,,,0
12075,12075,WASHINGTON BLVD & MONTGOMERY RD sb,,39.206839,-76.727739,,,0,,,0
12076,12076,WASHINGTON BLVD & HUNT CLUB RD sb,,39.200361,-76.736854,,,0,,,0
12077,12077,WASHINGTON BLVD & TROY HILL DR sb,,39.194244,-76.747827,,,0,,,0
12078,12078,WASHINGTON BLVD & AMBERTON DR sb,,39.191175,-76.753439,,,0,,,0
12128,12128,WASHINGTON BLVD & MEADOWRIDGE DR sb,,39.183822,-76.764124,,,0,,,0
12129,12129,WASHINGTON BLVD & PORT CAPITAL DR,,39.174674,-76.778568,,,0,,,0
12131,12131,ASSATEAGUE DR & WASHINGTON BLVD,,39.168548,-76.786157,,,0,,,0
12132,12132,ASSATEAGUE DR & CONOWINGO AVE eb,,39.165614,-76.783409,,,0,,,0
12133,12133,ASSATEAGUE DR & OCEANO AVE eb,,39.158297,-76.781118,,,0,,,0
12134,12134,PATUXENT RANGE RD & DORSEY RUN RD nb,,39.145851,-76.791907,,,0,,,0
12135,12135,PATUXENT RANGE RD & STAYTON DR nb,,39.148772,-76.799361,,,0,,,0
122,122,CHARLES ST & LOMBARD ST nb,,39.287551,-76.614881,,,0,,,0
12409,12409,US 40 & LEWIS LANE ABERDEEN wb,,39.546683,-76.106665,,,0,,,0
12410,12410,US 40 & LEWIS LANE eb ABERDEEN,,39.546099,-76.106659,,,0,,,0
12461,12461,BWI MARSHALL MARC STATION sb,,39.192581,-76.694242,,,0,,,0
12496,12496,KENT NARROWS P & R,,38.971537,-76.251940,,,0,,,0
12537,12537,GATEWAY DR & BEN FRANKLIN DR sb,,39.177939,-76.800198,,,0,,,0
12538,12538,GATEWAY DR & BEN FRANKLIN DR nb,,39.177438,-76.800225,,,0,,,0
12540,12540,SOUTHERN MARYLAND BLUE CRABS STADIUM,,38.563476,-76.905634,,,0,,,0
12763,12763,MEYERSVILLE PARK & RIDE,,39.492448,-77.567294,,,0,,,0
12835,12835,GAITHERSBURG PARK & RIDE,,39.147766,-77.217084,,,0,,,0
12838,12838,CHESAPEAKE CHURCH,,38.657261,-76.602612,,,0,,,0
12840,12840,WASHINGTON BLVD & KIT KAT RD sb,,39.178624,-76.771851,,,0,,,0
12993,12993,WESTFIELD MALL,,38.988352,-76.543583,,,0,,,0
13408,13408,COLLEGE PARK METRO STATION,,38.978146,-76.927842,,,0,,,0
1341,1341,LOMBARD ST & HOPKINS PL wb,,39.287772,-76.617451,,,0,,,0
1342,1342,LOMBARD ST & HOWARD ST wb,,39.287717,-76.618978,,,0,,,0
1343,1343,LOMBARD ST & EUTAW ST fs wb,,39.287578,-76.621163,,,0,,,0
13539,13539,DAVIDSONVILLE PARK & RIDE,,38.959640,-76.651511,,,0,,,0
13547,13547,K ST & 1ST ST NE nb,,38.902484,-77.007093,,,0,,,0
13590,13590,GEORGIA AVENUE PARK & RIDE,,39.116639,-77.076016,,,0,,,0
13591,13591,JONES BRIDGE RD & UNIVERSITY RD wb,,38.999706,-77.085157,,,0,,,0
13592,13592,ROCKVILLE PIKE & SOUTH WOOD RD fs nb,,38.999948,-77.096788,,,0,,,0
13593,13593,ROCKVILLE PIKE & SOUTH DR fs sb,,38.998742,-77.097029,,,0,,,0
13594,13594,JONES BRIDGE RD OPP. UNIVERSITY RD fs eb,,38.999523,-77.085021,,,0,,,0
13595,13595,FOOD &  DRUG ADMINISTRATION (White Oak - bldg 1),,39.035175,-76.983988,,,0,,,0
13596,13596,UNIVERSITY of MARYLAND COLLEGE PARK (Stadium Dr.),,38.990612,-76.937331,,,0,,,0
13598,13598,MD 117 & W DIAMOND AVE & BUREAU DR far side wb,,39.141816,-77.217652,,,0,,,0
13602,13602,UNIVERSITY of MARYLAND COLLEGE PARK (Stadium Dr.) nb,,38.990547,-76.937251,,,0,,,0
13603,13603,MD 117 W & DIAMOND AVE & BUREAU DR eb,,39.141693,-77.217993,,,0,,,0
13625,13625,C ST & 20TH ST NW (STATE DEPARTMENT),,38.893498,-77.044653,,,0,,,0
13627,13627,M ST & 1st ST SE (NAVY YARD) sb,,38.876371,-77.005852,,,0,,,0
13628,13628,M ST & 4th ST SE (SOUTHEAST FEDERAL CENTER) eb,,38.876413,-77.000796,,,0,,,0
13629,13629,M ST & 10th ST SE (WASHINGTON NAVY YARD),,38.876578,-76.992521,,,0,,,0
13630,13630,M ST & NEW JERSEY AVE SE (NAVY YARD),,38.876603,-77.004884,,,0,,,0
13633,13633,11TH ST & I (EYE) ST NW sb,,38.901514,-77.027155,,,0,,,0
13634,13634,INDEPENDENCE AVE & 9TH ST SW eb,,38.887453,-77.024513,,,0,,,0
13635,13635,STEVENSVILLE PARK & RIDE ( near MD 8 & US 50),,38.977262,-76.321233,,,0,,,0
13636,13636,DORSEY RUN RD & MONTEVIDEO RD,,39.163795,-76.771092,,,0,,,0
13637,13637,DORSEY RUN RD & MONTEVIDEO RD sb,,39.163952,-76.771178,,,0,,,0
13638,13638,PENNSYLVANIA AVE BETWEEN 4TH & 6TH ST NW (CANADIAN EMBASSY),,38.892480,-77.018326,,,0,,,0
13639,13639,14 TH ST & F ST NW,,38.897597,-77.032021,,,0,,,0
13640,13640,ACCOKEEK PARK & RIDE (RT 210 & RT 373),,38.670139,-77.007100,,,0,,,0
13641,13641,CHARLES ST & CHASE ST nb,,39.302268,-76.615970,,,0,,,0
13644,13644,K ST & 1st ST NE,,38.902609,-77.005745,,,0,,,0
13653,13653,ROWE BLVD & TAYLOR AVE wb,,38.986941,-76.502365,,,0,,,0
13655,13655,7TH ST & D E STS SW MID nb,,38.883682,-77.021819,,,0,,,0
13660,13660,M ST & 4TH ST SE wb,,38.876618,-77.000343,,,0,,,0
13663,13663,SEVERNA PARK PARK & RIDE,,39.057686,-76.528124,,,0,,,0
13664,13664,HOWARD ST & PRATT ST ns (CONVENTION CENTER),,39.286262,-76.619236,,,0,,,0
13671,13671,GOLDEN BEACH PARK & RIDE (CHARLOTTE HALL),,38.495322,-76.770346,,,0,,,0
13679,13679,K ST & 2ND ST NE wb,,38.902590,-77.003372,,,0,,,0
13680,13680,K ST & 3RD ST NE eb,,38.902475,-77.002172,,,0,,,0
13709,13709,11TH ST & O ST SE (WASHINGTON NAVY YARD),,38.873552,-76.991238,,,0,,,0
13710,13710,M ST & HALF ST SW,,38.876632,-77.009781,,,0,,,0
13711,13711,M ST & HALF ST SW eb,,38.876351,-77.011176,,,0,,,0
13713,13713,FREDERICK MARC STATION (BUS),,39.411632,-77.405285,,,0,,,0
13749,13749,LOUISIANA AVE & D ST NW (UNION STATION PLAZA) nb,,38.894699,-77.009554,,,0,,,0
13757,13757,MASSACHUSETTS AVE & NEW JERSEY AVE NW wb,,38.899232,-77.013051,,,0,,,0
13758,13758,MASSACHUSETTS AVE & NEW JERSEY AVE NW eb,,38.898899,-77.012914,,,0,,,0
13759,13759,METZEROTT RD (NATIONAL ARCHIVES at COLLEGE PARK) eb,,39.003110,-76.958798,,,0,,,0
13760,13760,METZEROTT RD (NATIONAL ARCHIVES at COLLEGE PARK) wb,,39.003221,-76.958790,,,0,,,0
13762,13762,WALDORF PARK & RIDE (OLD WASHINGTON RD. & SMALLWOOD DR.),,38.608126,-76.923203,,,0,,,0
14081,14081,GREENE ST & LOMBARD ST sb fs,,39.287096,-76.623588,,,0,,,0
14151,14151,ANNE ARUNDEL MEDICAL CENTER,,38.989478,-76.533437,,,0,,,0
14195,14195,WOLFE ST & ORLEANS ST,,39.295461,-76.590797,,,0,,,0
14196,14196,CHURCH CIR & SCHOOL ST,,38.978548,-76.492313,,,0,,,0
14197,14197,ROCKVILLE PIKE & NORTH WOOD RD,,39.004141,-77.097187,,,0,,,0
14198,14198,FOOD & DRUG ADMINISTRATION (WHITE OAK - BLDG 1),,39.035167,-76.983624,,,0,,,0
14199,14199,CALIFORNIA (HOLLYWOOD VOLUNTEER FIRE DEPT),,38.349762,-76.577397,,,0,,,0
14211,14211,NORTH FREDERICK PARK & RIDE,,39.460390,-77.396232,,,0,,,0
1601,1601,BALTIMORE ST & UNIVERSITY OF MD TRANSIT CENTER mid,,39.289097,-76.624174,,,0,,,0
2067,2067,HOWARD ST & REDWOOD ST opp nb,,39.288224,-76.619240,,,0,,,0
2069,2069,HOWARD ST & FAYETTE ST nb,,39.290282,-76.619339,,,0,,,0
2072,2072,HOWARD ST & SARATOGA ST mid nb,,39.293665,-76.619606,,,0,,,0
2323,2323,BALTIMORE ST & EUTAW ST fs eb,,39.289268,-76.620360,,,0,,,0
2507,2507,ARUNDEL MILLS SHOPPING CENTER,,39.153948,-76.724242,,,0,,,0
2778,2778,CROMWELL STATION LOOP,,39.171949,-76.633198,,,0,,,0
283,283,FAYETTE ST & GAY ST wb,,39.290742,-76.608511,,,0,,,0
2832,2832,WEST ST & CHURCH CIR,,38.978294,-76.493539,,,0,,,0
285,285,FAYETTE ST & SAINT PAUL ST wb,,39.290537,-76.613594,,,0,,,0
2936,2936,HOWARD ST & LEXINGTON ST nb,,39.291350,-76.619449,,,0,,,0
3317,3317,BWI SOUTHWEST AIRLINES eb,,39.181155,-76.671752,,,0,,,0
3395,3395,GAY ST & FAYETTE ST nb,,39.290335,-76.608865,,,0,,,0
3661,3661,LOMBARD ST & CHARLES ST mb wb,,39.287766,-76.615621,,,0,,,0
3735,3735,BALTIMORE ST & PINE ST fs eb,,39.289013,-76.626443,,,0,,,0
4017,4017,BIDDLE ST & SAINT PAUL ST eb,,39.303434,-76.614597,,,0,,,0
501,501,CATHEDRAL ST & MULBERRY sb,,39.294254,-76.616919,,,0,,,0
502,502,CATHEDRAL ST & SARATOGA ST sb,,39.293237,-76.616838,,,0,,,0
503,503,LIBERTY ST & LEXINGTON ST sb,,39.291706,-76.617185,,,0,,,0
504,504,HOPKINS PL & BALTIMORE ARENA mb sb,,39.288491,-76.617869,,,0,,,0
506,506,CHARLES ST & REDWOOD ST nb,,39.288552,-76.614964,,,0,,,0
509,509,SAINT PAUL ST & MADISON ST sb,,39.298800,-76.614219,,,0,,,0
511,511,SAINT PAUL ST between MONUMENT ST & CENTRE ST sb,,39.296783,-76.614086,,,0,,,0
512,512,SAINT PAUL PL & MULBERRY ST mb sb,,39.294341,-76.614324,,,0,,,0
514,514,SAINT PAUL PL & SARATOGA ST sb,,39.293035,-76.614271,,,0,,,0
515,515,SAINT PAUL PL & LEXINGTON ST sb,,39.291284,-76.614055,,,0,,,0
516,516,SAINT PAUL ST & FAYETTE ST fs sb,,39.290157,-76.613975,,,0,,,0
519,519,CHARLES ST & FAYETTE ST nb,,39.290244,-76.615125,,,0,,,0
5196,5196,LOMBARD ST & GREENE ST wb,,39.287503,-76.623267,,,0,,,0
520,520,CHARLES ST & LEXINGTON ST fs nb,,39.291520,-76.615167,,,0,,,0
521,521,CHARLES ST & PLEASANT ST nb,,39.293354,-76.615340,,,0,,,0
523,523,CHARLES ST & HAMILTON ST nb,,39.295475,-76.615450,,,0,,,0
5233,5233,EUTAW ST & 29TH DIVISION ST nb,,39.302229,-76.623853,,,0,,,0
524,524,CHARLES ST & MT VERNON PL nb,,39.297617,-76.615291,,,0,,,0
5674,5674,WHITE MARSH PARK & RIDE,,39.377468,-76.461684,,,0,,,0
61,61,BALTIMORE ST & GREENE  ST eb,,39.289155,-76.624013,,,0,,,0
64,64,BALTIMORE & HOWARD mid eb,,39.289286,-76.618866,,,0,,,0
66,66,BALTIMORE ST & CHARLES ST eb,,39.289415,-76.615426,,,0,,,0
67,67,BALTIMORE ST & LIGHT ST mb eb,,39.289464,-76.614567,,,0,,,0
68,68,LIGHT ST & REDWOOD ST sb,,39.288717,-76.613857,,,0,,,0
7524,7524,HOWARD ST & PRATT ST fs nb,,39.286607,-76.619129,,,0,,,0
7528,7528,MONUMENT ST & RUTLAND AVE eb,,39.298278,-76.592254,,,0,,,0
7529,7529,HOWARD ST & CAMDEN ST sb,,39.285398,-76.619294,,,0,,,0
7531,7531,LONG GATE P&R,,39.246810,-76.820027,,,0,,,0
814,814,BALTIMORE ST & CALVERT ST fs eb,,39.289581,-76.612053,,,0,,,0
816,816,GAY ST & LEXINGTON ST fs nb,,39.292025,-76.608873,,,0,,,0
8422,8422,MONUMENT ST & BROADWAY eb,,39.298308,-76.594802,,,0,,,0
32496,32496,CASTLE MARINA P & R,,38.976616,-76.291676,,,0,,,0
32497,32497,US 40 & WEST SHORES,,39.441407,-76.292677,,,0,,,0
